cust_id,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,employment_type_num,education_num,marital_status_num
10026,45,0.30852326884165815,0.4927536231884058,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
10027,52,0.3227370779752846,0.2246376811594203,self-employed,high school,single,0.4,0.6666666666666666,0.0,0.0
10028,33,0.13377702714001435,0.2318840579710145,full-time,bachelor,married,0.4,0.0,0.5,0.5
10029,39,0.09698834467651044,0.9057971014492754,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
10030,20,0.0,0.15942028985507245,full-time,high school,single,0.0,0.0,0.0,0.0
10031,44,0.9381114028193507,0.18115942028985507,self-employed,graduate,divorced,0.0,0.6666666666666666,1.0,1.0
10032,50,0.23494590391465023,0.2608695652173913,full-time,bachelor,married,0.0,0.0,0.5,0.5
10033,36,0.5443052791759334,0.0,full-time,Advanced,married,0.6000000000000001,0.0,,0.5
10034,47,0.7993177371615858,0.8115942028985508,full-time,Advanced,married,0.6000000000000001,0.0,,0.5
10035,23,0.03260815036537851,0.37681159420289856,full-time,Some College,married,0.0,0.0,,0.5
10036,52,0.0025083192588752634,0.3115942028985507,full-time,high school,single,0.2,0.0,0.0,0.0
10037,24,0.0,0.16666666666666666,full-time,bachelor,single,0.2,0.0,0.5,0.0
10038,35,0.15217136837176634,0.08695652173913043,part-time,graduate,married,0.0,0.3333333333333333,1.0,0.5
10039,39,0.01839434123175196,0.2246376811594203,full-time,bachelor,single,0.2,0.0,0.5,0.0
10040,18,0.0,0.0,full-time,high school,single,0.2,0.0,0.0,0.0
10041,69,0.0,0.10144927536231885,part-time,high school,married,0.8,0.3333333333333333,0.0,0.5
10042,25,0.3996588685807929,0.5217391304347827,full-time,bachelor,single,0.2,0.0,0.5,0.0
10043,44,0.6922961154495744,0.463768115942029,self-employed,graduate,single,0.2,0.6666666666666666,1.0,0.0
10044,35,0.08277453554288389,0.30434782608695654,full-time,bachelor,married,0.4,0.0,0.5,0.5
10045,49,0.24247086169127605,0.4130434782608696,full-time,high school,married,0.2,0.0,0.0,0.5
10046,20,0.07441347134663298,0.15942028985507245,self-employed,bachelor,single,0.2,0.6666666666666666,0.5,0.0
10047,31,0.16722128392501798,0.10869565217391305,full-time,Some College,married,0.0,0.0,,0.5
10048,32,0.01086938345512617,0.5579710144927538,self-employed,Some College,married,0.2,0.6666666666666666,,0.5
10049,44,0.39380612364341727,0.057971014492753624,self-employed,high school,divorced,0.2,0.6666666666666666,0.0,1.0
10050,38,0.1463186234343907,0.6666666666666667,full-time,high school,married,0.4,0.0,0.0,0.5
10051,42,0.43226701894617137,0.4565217391304348,full-time,graduate,single,0.4,0.0,1.0,0.0
10052,39,0.0401331081420043,0.5507246376811594,full-time,high school,married,0.2,0.0,0.0,0.5
10053,25,0.34280363204628683,0.07971014492753623,self-employed,graduate,single,0.2,0.6666666666666666,1.0,0.0
10054,37,0.6571796458253206,0.2971014492753623,full-time,Advanced,single,0.2,0.0,,0.0
10055,53,0.15969632614839216,0.5144927536231885,full-time,Some College,single,0.2,0.0,,0.0
10056,28,0.21655156268289824,0.6956521739130436,part-time,high school,single,0.4,0.3333333333333333,0.0,0.0
10057,33,0.0,0.6086956521739131,self-employed,high school,divorced,0.2,0.6666666666666666,0.0,1.0
10058,39,0.0,0.2753623188405797,contract,high school,married,0.6000000000000001,1.0,0.0,0.5
10059,23,0.3461480577247872,0.12318840579710144,full-time,bachelor,single,0.0,0.0,0.5,0.0
10060,40,0.2483236066286517,0.05072463768115942,full-time,graduate,divorced,0.0,0.0,1.0,1.0
10061,29,0.01086938345512617,0.07971014492753623,contract,high school,married,0.8,1.0,0.0,0.5
10062,41,0.1630407518268925,0.36231884057971014,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
10063,56,0.11789100516713766,0.36231884057971014,full-time,high school,married,0.0,0.0,0.0,0.5
10064,41,0.02842761826725304,0.5072463768115942,self-employed,bachelor,married,0.6000000000000001,0.6666666666666666,0.5,0.5
10065,37,0.7048377117439507,0.4202898550724638,self-employed,Advanced,married,0.4,0.6666666666666666,,0.5
10066,61,0.530927576461932,0.09420289855072464,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
10067,59,0.1714018160231434,0.03623188405797101,full-time,bachelor,divorced,0.2,0.0,0.5,1.0
10068,46,0.0643801943111319,0.5942028985507247,full-time,bachelor,divorced,0.4,0.0,0.5,1.0
10069,44,0.0,0.4565217391304348,full-time,bachelor,single,0.4,0.0,0.5,0.0
10070,35,0.0819384291232588,1.0,full-time,bachelor,single,0.6000000000000001,0.0,0.5,0.0
10071,35,0.3026705239042825,0.6594202898550726,full-time,bachelor,married,0.2,0.0,0.5,0.5
10072,31,0.09364391899801003,0.7101449275362319,part-time,Some College,married,0.4,0.3333333333333333,,0.5
10073,53,0.14464641059514052,0.02898550724637681,full-time,high school,divorced,0.2,0.0,0.0,1.0
10074,45,0.18896005083527032,0.49999999999999994,full-time,Some College,married,0.4,0.0,,0.5
10075,43,0.06270798147188172,0.4275362318840579,full-time,bachelor,married,0.0,0.0,0.5,0.5
10076,27,0.15049915553251617,0.34057971014492755,full-time,bachelor,single,0.2,0.0,0.5,0.0
10077,51,0.5484858112740589,0.5507246376811594,full-time,high school,married,0.2,0.0,0.0,0.5
10078,49,0.6713934549589471,0.0,self-employed,Some College,married,0.6000000000000001,0.6666666666666666,,0.5
10079,50,0.4113643584555442,0.4202898550724638,full-time,bachelor,married,0.2,0.0,0.5,0.5
10080,40,0.11789100516713766,0.10869565217391305,contract,bachelor,married,0.2,1.0,0.5,0.5
10081,30,0.24414307453052622,0.4927536231884058,full-time,Some College,single,0.2,0.0,,0.0
10082,49,0.3068510560024079,0.782608695652174,part-time,Advanced,single,0.0,0.3333333333333333,,0.0
10083,49,0.1237437501045133,0.07971014492753623,full-time,high school,single,0.2,0.0,0.0,0.0
10084,32,0.670557348539322,0.6086956521739131,full-time,Advanced,single,0.4,0.0,,0.0
10085,31,0.03260815036537851,0.2681159420289855,self-employed,high school,single,0.0,0.6666666666666666,0.0,0.0
10086,47,0.30350663032390757,0.32608695652173914,self-employed,graduate,single,0.2,0.6666666666666666,1.0,0.0
10087,25,0.005852744937375615,0.4710144927536232,full-time,Some College,single,0.4,0.0,,0.0
10088,22,0.020902660490627223,0.36231884057971014,full-time,bachelor,single,0.4,0.0,0.5,0.0
10089,34,1.0,0.3188405797101449,full-time,Some College,married,0.4,0.0,,0.5
10090,27,0.0,0.30434782608695654,full-time,high school,single,0.0,0.0,0.0,0.0
10091,21,0.0,0.24637681159420288,full-time,high school,single,0.2,0.0,0.0,0.0
10092,25,0.28845671477065593,0.5144927536231885,part-time,bachelor,single,0.4,0.3333333333333333,0.5,0.0
10093,42,0.02842761826725304,0.818840579710145,self-employed,Some College,married,0.0,0.6666666666666666,,0.5
10094,51,0.6647046036019464,0.5072463768115942,self-employed,Advanced,married,0.4,0.6666666666666666,,0.5
10095,33,0.17307402886239356,0.5362318840579711,full-time,high school,single,0.0,0.0,0.0,0.0
10096,34,0.07106904566813263,0.4347826086956522,contract,graduate,married,0.4,1.0,1.0,0.5
10097,27,0.26337352218190324,0.13043478260869565,part-time,graduate,married,0.0,0.3333333333333333,1.0,0.5
10098,40,0.6036688349693148,0.06521739130434784,full-time,Some College,married,0.2,0.0,,0.5
10099,29,0.23327369107540005,0.08695652173913043,contract,Advanced,married,0.8,1.0,,0.5
10100,53,0.2918011404491564,0.6159420289855073,full-time,bachelor,married,0.0,0.0,0.5,0.5
10101,22,0.0,0.34057971014492755,full-time,high school,single,0.2,0.0,0.0,0.0
10102,52,0.05100249159713047,0.6521739130434783,part-time,bachelor,married,0.2,0.3333333333333333,0.5,0.5
10103,50,0.36036186685841365,0.2898550724637681,full-time,graduate,single,0.4,0.0,1.0,0.0
10104,32,0.2207320947810237,0.5579710144927538,part-time,Some College,married,0.0,0.3333333333333333,,0.5
10105,28,0.9983110650323572,0.2246376811594203,full-time,Advanced,single,0.0,0.0,,0.0
10106,37,0.05601913011488102,0.0,full-time,Some College,married,0.6000000000000001,0.0,,0.5
10107,32,0.1714018160231434,0.12318840579710144,part-time,Some College,married,0.0,0.3333333333333333,,0.5
10108,48,0.48243340412367675,0.30434782608695654,full-time,Advanced,married,0.4,0.0,,0.5
10109,53,0.31521212019865885,0.3115942028985507,full-time,Some College,married,0.2,0.0,,0.5
10110,34,0.39380612364341727,0.7681159420289856,full-time,bachelor,single,0.2,0.0,0.5,0.0
10111,44,0.6396214110131937,0.2536231884057971,full-time,graduate,divorced,0.0,0.0,1.0,1.0
10112,40,1.0,0.19565217391304346,self-employed,Some College,married,0.2,0.6666666666666666,,0.5
10113,29,0.0,0.5507246376811594,contract,Some College,single,0.0,1.0,,0.0
10114,30,0.39464223006304233,0.16666666666666666,full-time,graduate,married,0.0,0.0,1.0,0.5
10115,44,0.23996254243240075,0.5362318840579711,full-time,high school,married,0.2,0.0,0.0,0.5
10116,27,0.08946338689988462,0.16666666666666666,part-time,Some College,married,0.0,0.3333333333333333,,0.5
10117,63,0.0,0.6594202898550726,part-time,bachelor,married,0.4,0.3333333333333333,0.5,0.5
10118,66,0.02926372468687813,0.2318840579710145,full-time,Some College,divorced,0.0,0.0,,1.0
10119,28,0.17976288021939432,0.5507246376811594,part-time,bachelor,single,0.6000000000000001,0.3333333333333333,0.5,0.0
10120,53,0.1906322636745205,0.3550724637681159,self-employed,Some College,married,0.6000000000000001,0.6666666666666666,,0.5
10121,33,0.09615223825688532,0.6086956521739131,full-time,Some College,single,0.2,0.0,,0.0
10122,32,0.12039932442601295,0.7028985507246378,full-time,bachelor,married,0.0,0.0,0.5,0.5
10123,26,0.14548251701476564,0.5289855072463768,contract,graduate,single,0.2,1.0,1.0,0.0
10124,42,0.13544923997926453,0.05072463768115942,self-employed,bachelor,single,0.4,0.6666666666666666,0.5,0.0
10125,40,0.6346047724954431,0.2753623188405797,full-time,bachelor,married,0.4,0.0,0.5,0.5
10126,42,0.5643718332469356,0.601449275362319,full-time,bachelor,married,0.2,0.0,0.5,0.5
10127,32,0.36454239895653917,0.2391304347826087,full-time,Advanced,married,0.0,0.0,,0.5
10128,39,0.0,0.6086956521739131,full-time,high school,single,0.2,0.0,0.0,0.0
10129,35,0.07524957776625807,0.15942028985507245,full-time,Some College,married,0.6000000000000001,0.0,,0.5
10130,33,0.09448002541763514,0.17391304347826086,part-time,Advanced,single,0.2,0.3333333333333333,,0.0
10131,39,0.35785354759953836,0.36231884057971014,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
10132,29,0.31103158810053344,0.37681159420289856,full-time,Some College,married,0.2,0.0,,0.5
10133,42,0.41220046487516926,0.38405797101449274,full-time,bachelor,divorced,0.2,0.0,0.5,1.0
10134,21,0.1973211150315212,0.2536231884057971,contract,bachelor,single,0.2,1.0,0.5,0.0
10135,49,0.03595257604387886,0.7898550724637682,part-time,bachelor,divorced,0.0,0.3333333333333333,0.5,1.0
10136,39,0.3294259293322854,0.17391304347826086,full-time,graduate,single,0.0,0.0,1.0,0.0
10137,35,0.5325997893011822,0.19565217391304346,full-time,bachelor,married,0.2,0.0,0.5,0.5
10138,42,0.23494590391465023,0.19565217391304346,full-time,Some College,divorced,0.0,0.0,,1.0
10139,33,0.2625374157622782,0.39855072463768115,full-time,Some College,single,0.0,0.0,,0.0
10140,31,0.21487934984364807,0.2898550724637681,full-time,bachelor,married,0.4,0.0,0.5,0.5
10141,56,0.34698416414441224,0.24637681159420288,full-time,bachelor,married,0.4,0.0,0.5,0.5
10142,42,0.34447584488553695,0.2391304347826087,full-time,Some College,married,0.8,0.0,,0.5
10143,43,0.3118676945201585,0.2101449275362319,full-time,bachelor,single,0.2,0.0,0.5,0.0
10144,43,0.419725422651795,0.7971014492753623,full-time,graduate,married,0.2,0.0,1.0,0.5
10145,50,0.29932609822578216,0.3695652173913043,full-time,high school,married,0.4,0.0,0.0,0.5
10146,52,0.3754117824116653,0.4275362318840579,full-time,bachelor,married,0.6000000000000001,0.0,0.5,0.5
10147,30,0.10702162171201149,0.32608695652173914,full-time,Advanced,single,0.8,0.0,,0.0
10148,32,0.2717345863781542,0.13768115942028986,full-time,graduate,married,0.0,0.0,1.0,0.5
10149,43,0.7098543502617012,0.2536231884057971,part-time,bachelor,divorced,0.2,0.3333333333333333,0.5,1.0
10150,30,0.12290764368488818,0.4420289855072464,full-time,bachelor,married,0.2,0.0,0.5,0.5
10151,24,0.130432601461514,0.4347826086956522,full-time,high school,single,0.0,0.0,0.0,0.0
10152,54,0.13377702714001435,0.2028985507246377,full-time,graduate,married,0.0,0.0,1.0,0.5
10153,53,0.11287436664938713,0.14492753623188406,full-time,high school,married,0.0,0.0,0.0,0.5
10154,37,0.07106904566813263,0.2173913043478261,full-time,high school,married,0.4,0.0,0.0,0.5
10155,32,0.3954783364826675,0.4130434782608696,full-time,bachelor,married,0.4,0.0,0.5,0.5
10156,40,0.4740723399274259,0.17391304347826086,self-employed,graduate,married,0.4,0.6666666666666666,1.0,0.5
10157,42,0.4815972977040517,0.15942028985507245,full-time,high school,married,0.2,0.0,0.0,0.5
10158,32,0.03260815036537851,0.0,full-time,high school,married,0.8,0.0,0.0,0.5
10159,21,0.23410979749502517,0.2608695652173913,contract,bachelor,single,0.2,1.0,0.5,0.0
10160,47,0.08528285480175915,0.4202898550724638,full-time,Some College,married,0.2,0.0,,0.5
10161,39,0.11789100516713766,0.4855072463768116,full-time,high school,single,0.4,0.0,0.0,0.0
10162,54,0.20317385996889684,0.7971014492753623,full-time,graduate,married,0.2,0.0,1.0,0.5
10163,38,0.17056570960351833,0.2971014492753623,full-time,high school,married,0.4,0.0,0.0,0.5
10164,38,0.15718800688951687,0.16666666666666666,full-time,graduate,married,0.4,0.0,1.0,0.5
10165,36,0.6346047724954431,0.32608695652173914,full-time,Some College,divorced,0.2,0.0,,1.0
10166,29,0.09866055751576061,0.572463768115942,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
10167,36,0.1789267737997692,0.16666666666666666,full-time,graduate,single,0.0,0.0,1.0,0.0
10168,30,0.02926372468687813,0.02898550724637681,self-employed,bachelor,single,0.2,0.6666666666666666,0.5,0.0
10169,23,0.0025083192588752634,0.14492753623188406,full-time,high school,single,0.2,0.0,0.0,0.0
10170,36,0.22240430762027388,0.10869565217391305,full-time,Some College,single,0.0,0.0,,0.0
10171,43,0.1697296031838932,0.18840579710144925,full-time,graduate,married,0.6000000000000001,0.0,1.0,0.5
10172,51,0.033444256785003595,0.3333333333333333,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
10173,51,0.07441347134663298,0.572463768115942,full-time,Some College,married,0.4,0.0,,0.5
10174,32,0.09866055751576061,0.32608695652173914,full-time,high school,married,0.4,0.0,0.0,0.5
10175,41,0.1078577281316366,0.7173913043478262,full-time,Some College,single,0.0,0.0,,0.0
10176,46,0.14966304911289105,0.37681159420289856,full-time,bachelor,married,0.6000000000000001,0.0,0.5,0.5
10177,26,0.19230447651377067,0.4855072463768116,part-time,Some College,married,0.2,0.3333333333333333,,0.5
10178,45,0.13879366565776488,0.3695652173913043,full-time,high school,married,0.4,0.0,0.0,0.5
10179,44,0.26086520292302806,0.2681159420289855,self-employed,Some College,divorced,0.4,0.6666666666666666,,1.0
10180,40,0.25417635156602725,0.6956521739130436,full-time,Advanced,married,0.4,0.0,,0.5
10181,39,0.13795755923813982,0.7753623188405798,self-employed,high school,married,0.4,0.6666666666666666,0.0,0.5
10182,21,0.0,0.2246376811594203,full-time,high school,single,0.2,0.0,0.0,0.0
10183,37,0.058527449373756285,0.7681159420289856,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
10184,44,0.2892928211902811,0.2391304347826087,full-time,graduate,married,0.4,0.0,1.0,0.5
10185,29,0.18394341231751973,0.14492753623188406,full-time,high school,single,0.0,0.0,0.0,0.0
10186,40,0.48243340412367675,0.13768115942028986,self-employed,Advanced,married,0.6000000000000001,0.6666666666666666,,0.5
10187,43,0.65216300730757,0.34057971014492755,full-time,Some College,married,0.4,0.0,,0.5
10188,27,0.04264142740087956,0.02898550724637681,full-time,bachelor,married,0.2,0.0,0.5,0.5
10189,57,0.24497918095015134,0.782608695652174,full-time,graduate,single,0.2,0.0,1.0,0.0
10190,40,0.04933027875788029,0.6159420289855073,full-time,bachelor,married,0.0,0.0,0.5,0.5
10191,48,0.31103158810053344,0.40579710144927533,full-time,graduate,single,0.0,0.0,1.0,0.0
10192,25,0.1622046454072674,0.49999999999999994,full-time,Some College,married,0.2,0.0,,0.5
10193,58,0.044313640240129765,0.37681159420289856,full-time,Advanced,single,0.0,0.0,,0.0
10194,48,0.2625374157622782,0.7753623188405798,full-time,bachelor,married,0.2,0.0,0.5,0.5
10195,19,0.0,0.07246376811594202,full-time,bachelor,single,0.2,0.0,0.5,0.0
10196,37,0.4606946372134245,0.014492753623188408,full-time,graduate,married,0.2,0.0,1.0,0.5
10197,43,0.43728365746392195,0.2391304347826087,part-time,bachelor,divorced,0.2,0.3333333333333333,0.5,1.0
10198,23,0.07190515208775772,0.3913043478260869,full-time,bachelor,single,0.2,0.0,0.5,0.0
10199,26,0.0,0.10869565217391305,part-time,bachelor,single,0.4,0.3333333333333333,0.5,0.0
10200,44,0.12876038862226383,0.2101449275362319,part-time,high school,married,0.2,0.3333333333333333,0.0,0.5
10201,34,0.16722128392501798,0.4420289855072464,contract,Advanced,divorced,0.0,1.0,,1.0
10202,27,0.0,0.34057971014492755,full-time,Some College,married,0.0,0.0,,0.5
10203,52,0.28093175699403017,0.03623188405797101,full-time,high school,single,0.0,0.0,0.0,0.0
10204,42,0.5351081085600574,0.6086956521739131,full-time,graduate,single,0.2,0.0,1.0,0.0
10205,25,0.1371214528185147,0.30434782608695654,full-time,bachelor,married,0.2,0.0,0.5,0.5
10206,52,0.03678868246350395,0.19565217391304346,self-employed,bachelor,married,0.6000000000000001,0.6666666666666666,0.5,0.5
10207,41,0.40133108142004303,0.5362318840579711,full-time,Advanced,divorced,0.4,0.0,,1.0
10208,19,0.030935937526128304,0.13043478260869565,full-time,Some College,single,0.2,0.0,,0.0
10209,50,0.1881239444156452,0.2246376811594203,full-time,Some College,married,0.8,0.0,,0.5
10210,46,0.06270798147188172,0.40579710144927533,self-employed,high school,single,0.0,0.6666666666666666,0.0,0.0
10211,19,0.08611896122138427,0.10869565217391305,full-time,Advanced,single,0.6000000000000001,0.0,,0.0
10212,33,0.40969214561629397,0.8768115942028987,self-employed,bachelor,single,0.0,0.6666666666666666,0.5,0.0
10213,28,0.24163475527165093,0.05072463768115942,full-time,bachelor,married,1.0,0.0,0.5,0.5
10214,54,0.28093175699403017,0.8478260869565218,full-time,Advanced,married,0.2,0.0,,0.5
10215,27,0.11872711158676277,0.09420289855072464,self-employed,Advanced,single,0.2,0.6666666666666666,,0.0
10216,41,0.09364391899801003,0.057971014492753624,part-time,high school,married,0.2,0.3333333333333333,0.0,0.5
10217,30,0.1371214528185147,0.7391304347826088,contract,graduate,married,0.2,1.0,1.0,0.5
10218,48,0.0,0.05072463768115942,full-time,Some College,married,0.0,0.0,,0.5
10219,50,0.12625206936338854,0.5652173913043479,full-time,graduate,married,0.2,0.0,1.0,0.5
10220,35,0.3795923145097907,0.572463768115942,full-time,Advanced,divorced,0.4,0.0,,1.0
10221,25,0.0033444256785003512,0.17391304347826086,full-time,high school,single,0.2,0.0,0.0,0.0
10222,44,0.20066554071002154,0.2391304347826087,full-time,graduate,divorced,0.0,0.0,1.0,1.0
10223,47,0.22574873329877423,0.5217391304347827,self-employed,Some College,single,0.0,0.6666666666666666,,0.0
10224,45,0.1329409207203893,0.4420289855072464,full-time,bachelor,single,0.2,0.0,0.5,0.0
10225,37,0.12625206936338854,0.37681159420289856,full-time,high school,married,1.0,0.0,0.0,0.5
10226,31,0.23494590391465023,0.3188405797101449,part-time,bachelor,married,0.2,0.3333333333333333,0.5,0.5
10227,28,0.10869383455126166,0.5579710144927538,contract,Some College,married,0.4,1.0,,0.5
10228,35,0.4991555325161786,0.4927536231884058,self-employed,graduate,married,0.2,0.6666666666666666,1.0,0.5
10229,45,0.447316934499423,0.08695652173913043,self-employed,Some College,single,0.0,0.6666666666666666,,0.0
10230,48,0.06521630073075699,0.4275362318840579,full-time,high school,married,0.4,0.0,0.0,0.5
10231,18,0.10284108961388602,0.0,full-time,high school,single,0.0,0.0,0.0,0.0
10232,49,0.1555157940502667,0.2608695652173913,self-employed,bachelor,divorced,0.2,0.6666666666666666,0.5,1.0
10233,26,0.0,0.13043478260869565,part-time,bachelor,single,0.2,0.3333333333333333,0.5,0.0
10234,35,0.047658065918630116,0.07246376811594202,full-time,high school,single,0.2,0.0,0.0,0.0
10235,31,0.7366097556897041,0.4347826086956522,self-employed,Some College,divorced,0.2,0.6666666666666666,,1.0
10236,55,0.18394341231751973,0.07246376811594202,self-employed,bachelor,single,0.0,0.6666666666666666,0.5,0.0
10237,38,0.6103576863263156,0.40579710144927533,part-time,bachelor,married,0.0,0.3333333333333333,0.5,0.5
10238,18,0.0,0.0,full-time,Some College,single,0.8,0.0,,0.0
10239,51,0.3076871624220331,0.3333333333333333,full-time,Some College,married,0.0,0.0,,0.5
10240,34,0.31103158810053344,0.10869565217391305,self-employed,high school,married,0.0,0.6666666666666666,0.0,0.5
10241,41,0.3745756759920402,0.37681159420289856,full-time,Advanced,divorced,0.4,0.0,,1.0
10242,43,0.6003244092908144,0.3913043478260869,full-time,bachelor,married,0.8,0.0,0.5,0.5
10243,28,0.13962977207739,0.11594202898550723,full-time,bachelor,married,0.2,0.0,0.5,0.5
10244,37,0.17809066738014415,0.3188405797101449,full-time,graduate,divorced,0.2,0.0,1.0,1.0
10245,49,0.223240414039899,0.6086956521739131,full-time,bachelor,married,0.0,0.0,0.5,0.5
10246,38,0.0,0.7318840579710146,full-time,high school,single,0.0,0.0,0.0,0.0
10247,44,0.17056570960351833,0.601449275362319,part-time,graduate,married,0.0,0.3333333333333333,1.0,0.5
10248,30,0.17725456096051903,0.07971014492753623,part-time,bachelor,single,0.6000000000000001,0.3333333333333333,0.5,0.0
10249,50,0.2918011404491564,0.37681159420289856,part-time,bachelor,married,0.2,0.3333333333333333,0.5,0.5
10250,42,0.6270798147188174,0.818840579710145,self-employed,Some College,married,0.4,0.6666666666666666,,0.5
10251,37,0.14799083627364087,0.4782608695652174,full-time,Some College,married,0.0,0.0,,0.5
10252,22,0.11872711158676277,0.3115942028985507,part-time,Some College,single,0.0,0.3333333333333333,,0.0
10253,42,0.6563435394056955,0.4420289855072464,self-employed,bachelor,married,0.6000000000000001,0.6666666666666666,0.5,0.5
10254,34,0.22240430762027388,0.34057971014492755,self-employed,graduate,single,0.2,0.6666666666666666,1.0,0.0
10255,30,0.026755405428002865,0.021739130434782608,full-time,high school,married,0.4,0.0,0.0,0.5
10256,35,0.06270798147188172,0.7318840579710146,self-employed,high school,single,0.2,0.6666666666666666,0.0,0.0
10257,51,0.6120298991655657,0.07971014492753623,full-time,Advanced,single,0.0,0.0,,0.0
10258,32,0.576913429541312,0.5217391304347827,full-time,Some College,married,0.4,0.0,,0.5
10259,24,0.18394341231751973,0.4347826086956522,full-time,high school,married,0.2,0.0,0.0,0.5
10260,34,0.05685523653450611,0.4130434782608696,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
10261,49,0.6722295613785721,0.5507246376811594,part-time,graduate,divorced,0.0,0.3333333333333333,1.0,1.0
10262,41,0.047658065918630116,0.8840579710144929,full-time,Some College,single,0.2,0.0,,0.0
10263,25,0.01755823481212687,0.12318840579710144,contract,bachelor,married,0.2,1.0,0.5,0.5
10264,21,0.4548418922760489,0.2536231884057971,full-time,bachelor,married,0.2,0.0,0.5,0.5
10265,27,0.08611896122138427,0.44927536231884063,self-employed,high school,single,0.4,0.6666666666666666,0.0,0.0
10266,42,0.21738766910252336,0.673913043478261,full-time,bachelor,divorced,0.2,0.0,0.5,1.0
10267,65,0.05016638517750538,0.07971014492753623,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
10268,44,0.12625206936338854,0.3333333333333333,contract,Some College,married,0.0,1.0,,0.5
10269,29,0.06772461998963228,0.3913043478260869,full-time,high school,married,0.2,0.0,0.0,0.5
10270,47,0.20150164712964666,0.3333333333333333,full-time,Some College,single,0.0,0.0,,0.0
10271,63,0.2558485644052775,0.8623188405797102,full-time,bachelor,married,0.6000000000000001,0.0,0.5,0.5
10272,25,0.36454239895653917,0.2753623188405797,part-time,Advanced,married,0.4,0.3333333333333333,,0.5
10273,44,0.22491262687914917,0.24637681159420288,full-time,Some College,married,0.2,0.0,,0.5
10274,31,0.30852326884165815,0.10869565217391305,full-time,graduate,married,0.4,0.0,1.0,0.5
10275,41,0.2683901606996538,0.3695652173913043,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
10276,29,0.2483236066286517,0.36231884057971014,full-time,bachelor,single,0.2,0.0,0.5,0.0
10277,30,0.0033444256785003512,0.2246376811594203,full-time,graduate,married,0.8,0.0,1.0,0.5
