customer_ref,application_id,application_hour,application_day_of_week,account_open_year,preferred_contact,referral_code,account_status_code,random_noise_1,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,default
10040,564586,23,3,2020,Email,REF0000,A01,-0.5685717329752586,3,5,1,0,0
10041,634371,5,1,2012,Email,REF0000,ACT-1,1.7697527111519897,12,3,0,1,0
10042,584957,3,6,2010,Email,REF0000,ACT-2,-0.8796517342642408,7,4,1,1,0
10043,576570,21,0,2014,Phone,REF0000,ACTIVE,-1.2425118019250365,14,0,0,1,0
10044,570124,2,1,2010,Mail,REF9855,A01,1.3539156672068082,7,1,1,1,0
10045,623950,13,6,2012,Phone,REF0000,ACT-1,0.33447999484818297,13,2,0,0,0
10046,596479,0,3,2016,Phone,REF0000,ACT-2,0.4257609162240074,4,0,1,0,1
10047,620292,14,0,2014,Email,REF0000,A01,-1.3339912350888323,6,4,1,1,0
10048,549521,9,3,2020,Email,REF0000,ACT-3,0.9988295552191669,5,2,1,1,0
10049,629992,1,5,2012,Mail,REF0000,ACT-3,-1.205536973378943,10,4,1,1,0
10050,580589,8,0,2013,Mail,REF0000,ACT-2,0.7841436503874996,7,3,0,1,0
10051,557050,1,0,2023,Email,REF6472,A01,-0.845027977835664,11,1,1,1,0
10052,580512,8,0,2010,Phone,REF0000,ACT-2,-0.33874249602053275,9,2,1,0,0
10053,615345,3,1,2018,Email,REF0000,ACT-2,-1.3548155535263715,7,0,1,1,0
10054,599168,8,0,2014,Email,REF0000,ACT-1,0.2974418094056185,8,4,1,1,0
10055,584485,17,0,2010,Email,REF0000,ACTIVE,1.4422015720513435,12,3,1,0,0
10056,638496,5,3,2016,Phone,REF0000,A01,1.923142115169277,7,1,1,0,0
10057,618485,5,2,2010,Phone,REF0000,ACT-3,-1.5012536997315487,5,3,1,0,0
10058,642864,6,4,2020,Email,REF0000,A01,-0.06038252183553314,7,2,1,0,0
10059,545369,3,1,2013,Email,REF0000,ACT-2,-1.184343712676486,5,5,1,1,0
10060,629404,11,6,2023,Phone,REF0000,ACT-3,-0.02479082172377532,12,2,0,1,0
10061,606563,19,2,2013,Email,REF0000,A01,0.30323782239344427,7,2,1,1,0
10062,577054,6,3,2019,Email,REF0000,A01,-2.0954871337895358,10,2,1,1,1
10063,626993,5,5,2019,Email,REF0000,ACTIVE,1.283353173924718,22,4,1,0,0
10064,581084,22,0,2016,Email,REF0000,A01,1.0018474261558845,13,2,1,0,0
10065,623243,13,2,2013,Phone,REF0000,ACTIVE,0.442596933045605,8,3,1,1,0
10066,604849,9,4,2017,Email,REF0000,ACT-1,0.653007600864195,12,0,1,1,0
10067,590742,7,0,2023,Email,REF0000,ACT-3,-2.3471502565584097,9,1,1,1,0
10068,572971,14,0,2015,Email,REF0000,ACT-1,1.112317027707563,4,0,0,1,0
10069,629257,9,3,2021,Phone,REF0000,ACT-3,-0.09351354616538483,12,4,0,1,0
10070,545372,23,4,2013,Mail,REF0000,A01,-2.03524862657053,9,4,1,0,0
10071,575753,1,1,2015,Mail,REF0000,A01,-1.8621670204496088,10,3,0,1,0
10072,609084,3,1,2014,Email,REF0000,ACT-1,0.9819584634877039,7,1,0,0,1
10073,559325,12,5,2015,Email,REF0000,ACT-3,-0.14196401456017108,15,1,0,0,0
10074,562727,4,1,2019,Email,REF0000,ACTIVE,0.17859203956699685,15,1,0,0,0
10075,578402,19,4,2022,Email,REF0000,ACT-1,-0.769978152824058,12,3,0,1,0
10076,594753,16,5,2013,Mail,REF7865,ACT-2,1.812329234314326,9,1,1,0,0
10077,611392,6,2,2013,Email,REF0000,ACT-1,-0.8130603296106017,15,0,1,0,0
10078,643883,14,2,2022,Email,REF0000,A01,-2.667567821416503,13,5,1,0,0
10079,579245,5,3,2023,Phone,REF0000,ACT-3,-0.5355337533204529,12,5,1,1,0
10080,578874,12,3,2018,Phone,REF0000,ACT-2,-0.22200681043128187,11,1,1,0,0
10081,608381,20,6,2022,Email,REF0000,ACT-3,0.8247414289636512,7,1,1,0,0
10082,549087,4,1,2020,Email,REF0000,ACT-3,0.7969210445610196,12,4,1,0,0
10083,613896,19,5,2010,Email,REF0000,ACTIVE,-1.4007847078827798,10,2,0,0,0
10084,631205,23,4,2018,Email,REF0000,ACT-1,-0.6536956994186419,7,3,1,0,0
10085,644270,16,0,2011,Phone,REF0000,A01,0.6720097645338692,9,1,1,1,0
10086,598723,18,0,2016,Email,REF1896,ACT-3,-0.04495681220143166,7,4,0,1,0
10087,631864,1,6,2017,Mail,REF0000,ACT-1,-1.5032220015496691,8,1,1,1,0
10088,609877,12,3,2013,Mail,REF0000,ACT-1,-1.1088208120933838,7,1,1,0,0
10089,575506,5,2,2019,Phone,REF0000,ACT-2,0.06498902202317254,7,3,1,0,0
10090,593976,13,3,2010,Phone,REF0000,ACT-1,0.18285269108712657,5,2,1,0,1
10091,602028,9,4,2020,Email,REF0000,ACT-1,-1.0354262700482428,3,1,1,0,1
10092,560457,9,3,2020,Phone,REF6493,ACT-3,-0.46541124852930005,8,2,0,1,0
10093,564760,13,3,2015,Phone,REF0000,ACTIVE,1.1927473669762947,9,2,0,1,0
10094,636706,12,3,2022,Email,REF0000,ACT-2,1.0869393688867457,11,3,1,1,0
10095,636751,8,0,2013,Email,REF4593,A01,0.8553703193200985,8,2,1,1,0
10096,626140,3,0,2017,Email,REF0000,ACTIVE,0.7645099250446047,9,2,1,0,0
10097,600119,20,4,2020,Email,REF0000,A01,0.6309407326506079,8,2,0,1,0
10098,574651,9,1,2016,Phone,REF0000,ACT-2,-0.23681612978786473,8,0,1,1,0
10099,616016,15,2,2012,Email,REF0000,A01,-0.5366305600155871,8,5,1,1,0
10100,597252,23,0,2011,Phone,REF0000,ACT-3,0.47920598942003334,20,2,0,1,0
10101,633139,19,2,2023,Mail,REF0000,A01,1.0871390287728502,4,0,1,1,0
10102,627157,6,2,2023,Email,REF5250,ACT-1,-1.0553822580990593,17,1,0,0,0
10103,610143,21,3,2023,Email,REF8469,ACT-2,-0.019763769061258884,20,2,0,1,0
10104,604443,14,0,2011,Email,REF0000,ACT-3,0.14568511380879515,9,2,1,1,0
10105,589746,16,1,2015,Phone,REF0000,ACT-3,-1.5706398973829405,3,0,1,1,0
10106,584319,16,0,2022,Email,REF0000,A01,0.2240898183099364,8,0,1,1,0
10107,558729,0,3,2018,Phone,REF0000,ACT-1,0.38157027255975473,8,3,0,0,0
10108,638574,14,0,2018,Email,REF8060,ACT-2,0.6143664516647488,11,2,1,1,0
10109,634678,11,2,2019,Email,REF2230,ACT-2,-0.4439956811067386,13,1,0,0,0
10110,625937,13,2,2020,Email,REF0000,ACT-3,0.9675225088897655,9,2,1,1,0
10111,640593,19,2,2023,Phone,REF0000,ACT-2,1.7142325669387821,5,1,0,1,0
10112,634198,16,2,2013,Email,REF0000,ACT-3,1.6773197505024258,10,2,1,1,0
10113,600017,6,4,2020,Email,REF8458,ACT-1,-0.09594579345306294,11,2,1,1,0
10114,618439,19,4,2015,Email,REF2309,ACT-2,-0.4384965952733147,3,4,1,0,0
10115,611087,23,5,2019,Phone,REF0000,ACTIVE,0.25957615147354063,11,2,1,0,0
10116,610333,21,6,2023,Phone,REF0000,ACT-2,0.7227813822387923,6,4,1,0,0
10117,572904,14,3,2017,Email,REF0000,ACT-1,-0.8061277541981601,6,0,1,1,0
10118,586722,3,5,2011,Phone,REF0000,ACT-1,-0.42728051660347527,19,2,1,1,0
10119,631340,2,5,2014,Phone,REF5353,ACT-3,0.5983118087340392,10,3,0,0,0
10120,627379,9,1,2021,Phone,REF0000,ACT-2,0.27003225544212794,10,2,0,1,0
10121,583397,4,6,2010,Email,REF0000,ACT-2,-0.7420703641230153,11,1,1,0,0
10122,636451,20,6,2018,Email,REF3921,ACT-1,0.9958846129166253,7,7,1,1,0
10123,607580,1,6,2021,Phone,REF7800,A01,0.7246565801091047,6,2,1,1,0
10124,629134,23,1,2020,Mail,REF0000,ACT-3,0.9908168759164281,8,0,1,1,0
10125,584668,7,0,2018,Phone,REF0000,ACT-2,-1.6615814204859627,14,1,1,1,0
10126,623262,17,1,2023,Email,REF0000,ACT-2,0.18612379249153205,10,3,1,0,0
10127,576425,22,4,2013,Phone,REF0000,ACTIVE,0.6525136035891784,7,3,1,1,0
10128,559746,5,5,2010,Email,REF9366,ACT-2,-0.8762828419309631,4,1,1,0,0
10129,584125,19,4,2010,Email,REF0000,ACT-3,0.3554076621844757,11,0,1,0,0
10130,593381,15,5,2013,Mail,REF0000,ACT-2,1.608684425410428,6,2,1,1,0
10131,628388,2,3,2016,Email,REF0000,ACTIVE,-0.08579734668832786,10,3,1,0,0
10132,586281,18,1,2014,Mail,REF0000,ACT-1,-0.09173021237392508,8,0,1,0,0
10133,584421,14,0,2023,Email,REF0000,ACT-2,-0.17622786808726104,7,0,1,0,0
10134,632688,6,3,2016,Email,REF0000,ACT-1,-0.31872181353867546,5,2,1,0,0
10135,571097,19,2,2016,Phone,REF0000,ACT-3,1.0810145154341968,9,2,0,0,0
10136,612197,0,6,2021,Mail,REF0000,A01,0.7147817232066271,7,5,1,1,0
10137,642878,7,4,2010,Email,REF0000,ACTIVE,-1.0973350336051075,7,1,1,0,0
10138,640395,12,0,2020,Email,REF0000,ACT-2,-0.6137172396344687,12,4,1,0,0
10139,549813,15,2,2022,Mail,REF4153,ACT-2,0.5271520439923272,6,0,1,0,0
10140,550017,12,3,2021,Email,REF7990,ACTIVE,-0.8495149546701268,11,2,1,1,0
10141,560574,9,4,2023,Email,REF0000,ACT-2,-1.4254820763398457,10,2,0,1,0
10142,590350,3,5,2018,Email,REF0000,ACT-1,-0.3970394884866672,16,3,1,0,0
10143,557690,5,0,2014,Email,REF0000,ACT-3,-0.42223631172942455,7,2,0,1,0
10144,579098,2,2,2019,Phone,REF0000,ACT-1,-1.060759597820034,9,2,1,0,0
10145,638116,15,4,2014,Email,REF7323,A01,0.09829460940956582,15,4,0,0,0
10146,550118,3,4,2018,Phone,REF0000,ACT-1,1.3278573521889687,11,1,1,1,0
10147,597719,23,2,2014,Email,REF0000,ACTIVE,-0.6280939826806446,7,1,1,1,0
10148,607658,3,2,2020,Email,REF0000,ACT-2,-1.8722970797346536,8,2,0,1,0
10149,552812,11,4,2015,Phone,REF0000,A01,-0.3338715098487244,9,0,1,1,0
10150,627738,17,3,2019,Phone,REF0000,ACT-2,-0.04984859490629908,6,4,0,1,0
10151,635170,6,4,2012,Email,REF5704,ACTIVE,0.19955590729898792,7,2,1,1,0
10152,586514,4,0,2019,Email,REF0000,ACT-2,0.21555556223200023,19,4,1,1,0
10153,545660,10,3,2010,Mail,REF0000,ACTIVE,-1.5507569584521734,10,1,1,0,0
10154,643237,20,3,2010,Mail,REF0000,ACT-3,1.8376349837842918,6,2,1,1,0
10155,627833,1,0,2016,Email,REF0000,ACT-2,-0.528814001626768,7,1,1,1,0
10156,558718,4,2,2017,Phone,REF0000,ACT-3,-0.01940053556694807,6,2,1,0,0
10157,624686,21,1,2010,Phone,REF0000,ACT-1,-0.6273673344958675,15,0,1,0,0
10158,575977,16,0,2023,Phone,REF0000,ACT-1,-0.04883073619040836,9,1,1,0,0
10159,558593,16,6,2010,Email,REF0000,ACT-3,1.72005488363118,2,0,1,0,0
10160,585782,7,3,2013,Email,REF0000,ACT-2,-0.6690251592189665,11,3,0,1,0
10161,611527,5,2,2018,Email,REF6617,A01,0.18650269614401346,6,1,1,0,0
10162,623124,11,1,2012,Email,REF0000,ACTIVE,-1.227445699262833,11,1,1,1,0
10163,569172,2,2,2013,Phone,REF0000,ACT-2,-2.0519460306513464,9,3,1,0,0
10164,568208,4,2,2010,Phone,REF0000,ACT-2,2.1267636310965914,11,2,1,1,0
10165,642353,15,0,2012,Email,REF6984,ACTIVE,0.5404043965178643,8,0,1,0,0
10166,567786,4,5,2020,Phone,REF1204,ACT-1,-1.000913583203094,8,5,1,1,0
10167,548025,0,2,2016,Email,REF0000,ACTIVE,-1.1993111225861228,5,1,0,0,0
10168,586789,19,2,2012,Email,REF0000,ACTIVE,-0.36073513524748474,4,2,1,1,0
10169,593981,9,5,2022,Email,REF0000,ACT-3,2.1240012021289334,6,2,1,1,1
10170,567308,13,0,2023,Phone,REF0000,ACTIVE,-0.9095018777199718,6,0,1,1,0
10171,566119,15,2,2021,Email,REF0000,A01,0.5709453904531424,11,1,1,1,0
10172,631027,8,2,2016,Phone,REF0000,ACT-3,-1.050119296234097,11,3,1,1,0
10173,632920,20,4,2016,Phone,REF0000,ACTIVE,-0.6283997536902568,14,0,1,1,0
10174,574617,11,6,2020,Email,REF2962,ACT-2,-1.6707322255426293,12,1,0,1,0
10175,637278,3,5,2011,Email,REF0000,A01,-1.684362060977232,9,2,1,0,0
10176,613218,2,2,2021,Email,REF0000,A01,-0.13248096970507,9,2,0,0,0
10177,609277,2,3,2017,Mail,REF0000,A01,-1.320890931126178,5,2,0,1,0
10178,595813,12,1,2012,Email,REF0000,ACT-2,0.8162682748661964,15,2,1,0,0
10179,571547,5,3,2022,Email,REF0000,ACT-1,-0.2788693413232115,12,0,1,1,0
10180,594757,19,3,2013,Email,REF0000,ACT-3,0.6410538548115656,10,1,1,1,0
10181,587525,17,4,2019,Email,REF0000,ACT-1,1.1791176912493493,7,2,1,1,0
10182,573850,2,2,2016,Email,REF2862,ACT-2,-0.19527086642182226,4,1,1,1,1
10183,600111,15,4,2022,Email,REF0000,ACT-3,0.5286987573141924,16,0,1,0,0
10184,580290,17,6,2016,Phone,REF0000,ACTIVE,-2.174893647304631,6,1,1,1,0
10185,601131,18,1,2014,Mail,REF1615,ACT-3,-0.03112316612304833,9,4,0,1,0
10186,624071,2,2,2022,Phone,REF0000,ACT-3,0.2849629607169574,8,4,1,0,0
10187,550258,9,3,2011,Mail,REF0000,ACT-3,1.0208105806302274,11,3,1,0,0
10188,614949,11,2,2021,Mail,REF0000,ACTIVE,-0.49050586075807184,7,5,1,1,0
10189,615463,20,3,2015,Email,REF7782,A01,1.346666532334772,11,2,1,1,0
10190,600807,13,5,2015,Phone,REF0000,ACT-3,0.509190298539015,3,1,1,1,0
10191,556879,7,2,2010,Mail,REF0000,ACTIVE,-1.2748601584030816,11,1,0,1,0
10192,601612,17,2,2022,Email,REF0000,ACT-3,0.2319936805012764,4,4,1,0,0
10193,564794,18,4,2018,Mail,REF6797,ACT-1,-0.37084273618397434,16,3,1,1,0
10194,613860,12,5,2023,Email,REF1689,ACTIVE,1.827423107990183,8,4,1,0,0
10195,595246,0,1,2017,Email,REF2116,ACTIVE,0.3339787601401068,5,3,1,1,0
10196,635503,14,0,2022,Email,REF0000,ACT-3,-1.1642840537624222,11,1,0,1,0
10197,597678,6,2,2012,Email,REF0000,ACT-2,0.10536682163303653,14,4,1,1,0
10198,575757,2,1,2018,Email,REF0000,ACT-2,0.39199058467951237,8,2,1,1,0
10199,579367,16,5,2015,Email,REF0000,ACTIVE,-0.7326653143473947,7,1,1,1,0
10200,560088,19,3,2021,Email,REF1897,ACTIVE,0.19786997543346535,12,1,1,0,0
10201,572712,4,0,2018,Phone,REF0000,ACT-3,-1.7075765046598637,7,1,0,0,0
10202,590914,21,6,2020,Email,REF0000,ACT-1,2.0669148291822537,5,3,1,0,0
10203,579867,7,2,2011,Email,REF0000,ACT-3,-1.7241012707037517,13,2,1,0,0
10204,555344,23,1,2018,Phone,REF0000,A01,0.39913550020890365,9,2,1,1,0
10205,635921,22,0,2019,Phone,REF0000,A01,0.705396309685522,7,2,1,1,1
10206,545484,15,3,2011,Phone,REF0000,ACT-3,0.03962560816486337,5,0,0,1,0
10207,622523,12,0,2014,Phone,REF8838,ACT-3,-0.1852955888743434,10,2,0,1,0
10208,580890,8,0,2023,Phone,REF0000,A01,0.5423217027006055,6,4,1,1,0
10209,610145,5,3,2023,Email,REF0000,ACT-3,1.4877332814958075,5,2,0,0,0
10210,555834,10,5,2016,Email,REF0000,ACT-2,-0.032028901936159815,15,1,1,1,0
10211,549015,0,6,2019,Email,REF0000,ACT-2,1.5678594607876897,4,0,1,1,0
10212,545615,1,5,2014,Phone,REF0000,ACT-3,-1.2335982225009146,5,0,1,1,0
10213,582922,16,4,2015,Phone,REF0000,ACT-2,0.21337018292535403,6,3,1,1,0
10214,633945,13,3,2016,Mail,REF0000,ACTIVE,0.6174969175333058,18,3,1,1,0
10215,574025,1,1,2019,Email,REF0000,ACT-3,1.97318359923118,5,3,1,0,0
10216,595350,12,0,2010,Email,REF0000,ACT-2,0.32110234145373523,6,1,1,0,0
10217,578478,1,2,2022,Email,REF0000,A01,-0.45092596100782745,9,4,1,1,0
10218,603547,14,2,2018,Email,REF0000,ACTIVE,0.2765786541883851,11,1,1,0,0
10219,571816,21,6,2018,Mail,REF0000,ACTIVE,0.12070461023669823,8,0,0,1,0
10220,581699,12,2,2012,Email,REF0000,ACT-2,0.29289753189697876,8,4,1,1,0
10221,545064,17,5,2014,Email,REF6565,ACT-1,0.2185318752343197,6,4,1,0,0
10222,553660,13,6,2010,Email,REF4733,ACT-3,-0.45857086629690275,7,1,0,0,0
10223,559800,16,5,2018,Phone,REF8728,ACT-2,-0.16008046877009643,10,3,0,1,0
10224,549482,8,2,2014,Mail,REF0000,ACTIVE,0.7186764700392452,13,2,1,1,0
10225,626789,21,1,2023,Email,REF0000,ACT-3,0.5257131476309437,8,4,1,0,0
10226,629166,9,1,2016,Email,REF5243,A01,-1.952342876122968,8,5,1,1,0
10227,547308,0,2,2014,Email,REF0000,ACT-1,1.8167286060581325,7,1,1,0,0
10228,581193,17,1,2013,Phone,REF0000,ACT-2,-0.9699318932843162,5,3,0,0,0
10229,583662,19,3,2019,Email,REF0000,ACT-2,1.2632230234801378,11,2,1,1,0
10230,603038,8,6,2010,Phone,REF0000,ACT-1,0.3921646879651065,11,3,0,0,0
10231,575203,2,3,2019,Email,REF0000,A01,0.6126457354573952,4,2,1,0,1
10232,599588,20,2,2018,Email,REF0000,ACT-3,0.5266995969568682,9,4,1,1,0
10233,564057,0,6,2012,Email,REF0000,ACT-1,0.04535916943396624,9,2,1,1,1
10234,628703,10,0,2022,Email,REF0000,ACTIVE,1.1532324864233439,9,3,0,1,0
10235,571767,20,1,2020,Email,REF1312,A01,0.045022802048511244,11,3,1,0,0
10236,551923,15,4,2017,Email,REF0000,ACT-1,2.01603800270778,17,2,1,1,0
10237,551938,13,6,2011,Email,REF0000,ACT-3,0.055554484152924,6,1,1,0,0
10238,590259,22,0,2011,Phone,REF0000,A01,-0.6970717530835263,3,0,1,0,0
10239,546760,11,3,2016,Email,REF8489,ACTIVE,1.1825593878603033,10,2,0,0,0
10240,559946,20,6,2018,Mail,REF0000,ACT-3,0.4388713809964777,8,3,1,1,0
10241,563907,18,4,2016,Email,REF0000,ACTIVE,0.49341613696752945,11,2,1,1,0
10242,621000,8,3,2012,Email,REF0000,ACT-2,-0.8648662523684646,8,1,0,1,0
10243,576935,9,6,2023,Phone,REF0000,ACT-2,-0.05012491774179674,6,3,0,1,0
10244,566728,14,2,2023,Email,REF0000,ACTIVE,1.4004345897107187,12,2,1,0,0
10245,585153,1,2,2019,Phone,REF0000,ACT-2,0.9988607929453157,13,1,1,1,0
10246,598635,3,6,2018,Phone,REF0000,ACT-1,0.22931509294498076,10,2,1,1,0
10247,553956,5,1,2014,Email,REF0000,ACT-3,-0.562621256691927,10,4,1,0,0
10248,632637,1,5,2018,Email,REF6078,A01,0.030531848348098672,6,0,1,0,0
10249,582423,21,6,2019,Email,REF4755,ACT-3,-0.4646122173741288,16,5,1,1,0
10250,628098,2,6,2019,Email,REF1590,ACT-2,2.543963417630531,13,3,1,1,0
10251,611063,11,5,2014,Email,REF4049,ACT-1,-0.8663440947358427,10,4,1,0,0
10252,579447,22,4,2010,Phone,REF0000,ACT-2,1.099157302438843,3,2,1,0,0
10253,586756,20,6,2020,Email,REF0000,ACT-2,-0.4409861891784853,10,3,0,1,0
10254,584384,9,2,2012,Phone,REF0000,A01,1.0307035041882766,8,1,1,0,0
10255,625829,15,4,2017,Phone,REF4001,ACT-2,-0.8816802280677456,7,1,1,0,0
10256,555774,8,3,2014,Email,REF0000,ACT-2,-1.1389214658966145,12,4,1,0,0
10257,601093,7,0,2019,Phone,REF0000,A01,-0.3157053192260122,14,1,1,1,0
10258,606342,23,6,2015,Phone,REF0000,ACTIVE,0.32345643594589363,4,2,1,0,0
10259,633194,11,2,2022,Phone,REF8531,ACT-2,-0.6359235660110102,8,2,1,0,1
10260,589117,0,0,2022,Email,REF3008,ACT-1,-0.7002875204248512,9,3,1,0,0
10261,600001,2,4,2014,Email,REF0000,A01,0.6966684570290161,10,5,1,0,0
10262,598321,4,0,2019,Email,REF9798,A01,0.16057762806181652,13,0,0,1,0
10263,571764,9,1,2020,Email,REF5112,ACTIVE,1.141230737458864,8,3,1,1,0
10264,618011,13,1,2011,Email,REF0000,ACT-1,-0.2407085274424714,4,3,1,1,0
10265,610684,14,5,2015,Email,REF0000,ACT-2,0.8785618395549138,3,1,1,1,0
10266,587015,9,5,2011,Phone,REF2606,ACT-2,-1.702758105816817,7,0,1,1,0
10267,642659,9,5,2023,Phone,REF4727,ACT-3,-0.17534875847396933,13,0,1,1,0
10268,557044,16,1,2019,Phone,REF0000,A01,-0.7171067868840947,10,1,0,0,0
10269,614230,14,3,2014,Email,REF0000,ACT-2,0.2824756018565953,8,2,1,1,0
10270,583226,9,0,2021,Email,REF0000,A01,-0.2567713258960521,15,2,0,1,0
10271,585683,0,3,2010,Email,REF0000,ACTIVE,1.9187142670680715,7,1,0,1,0
10272,575792,18,5,2010,Email,REF0000,ACT-3,-0.2044416347440695,4,2,1,1,1
10273,600939,23,5,2011,Phone,REF0000,A01,1.3362190959398124,12,2,1,0,0
10274,640207,21,5,2019,Email,REF0000,ACTIVE,1.2995203513637077,6,4,1,1,0
10275,566949,4,6,2018,Email,REF0000,ACT-3,0.8033081837926266,6,2,1,1,0
10276,562407,1,0,2018,Phone,REF0000,A01,-1.0888908398118413,5,1,1,1,0
10277,601237,18,3,2017,Phone,REF0000,ACT-1,-0.8461845756118782,7,3,1,1,0
10278,643193,22,2,2012,Phone,REF0000,ACTIVE,-0.10915762224318312,7,4,1,1,0
10279,568846,6,0,2020,Email,REF5150,ACT-1,-2.398726858027804,11,2,0,1,0
10280,595036,13,4,2010,Email,REF0000,ACT-1,-1.4036237816683148,10,3,0,0,0
10281,603792,22,0,2010,Phone,REF0000,A01,-1.5610833478858452,11,2,0,1,0
10282,576138,20,2,2014,Email,REF0000,ACT-3,0.24009762478383032,7,4,1,0,0
10283,606035,0,3,2022,Email,REF1154,ACT-3,-1.239296516950179,9,2,1,0,0
10284,637323,21,2,2012,Email,REF0000,ACT-3,-2.7182369906359876,7,2,1,1,0
10285,625622,21,1,2020,Email,REF0000,ACT-3,-0.035316710366673,6,2,1,1,0
10286,596519,4,0,2023,Phone,REF0000,ACT-2,1.3637397440784182,7,3,1,1,0
10287,578673,22,2,2015,Mail,REF0000,ACT-2,1.394151709533269,18,0,0,1,0
10288,627800,22,0,2018,Phone,REF0000,A01,-2.001190182797671,5,2,1,0,0
10289,618702,4,3,2016,Phone,REF0000,ACT-3,-0.1434711715479556,7,2,1,1,0
10290,612040,21,0,2012,Email,REF6376,ACT-2,-0.27264801064661326,7,2,1,1,0
10291,633601,3,4,2011,Email,REF0000,A01,-0.4251931714594633,9,2,1,0,0
10292,557915,14,2,2011,Email,REF0000,ACT-1,0.29047021931119466,3,2,1,0,0
10293,553051,20,4,2014,Email,REF0000,A01,0.5921980231818055,11,5,0,0,0
10294,638174,8,1,2011,Email,REF0000,ACT-1,0.4755891891306593,5,1,1,1,0
10295,558708,22,3,2017,Email,REF0000,A01,-0.9195701236614664,16,1,0,0,0
10296,575696,20,1,2017,Mail,REF0000,ACTIVE,0.7192085050458303,11,2,0,1,0
10297,617652,14,2,2016,Email,REF0000,ACT-3,-0.4825073237268446,12,1,1,0,0
