cust_id,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents
10899.98,45,36600,5.3,ft,High School,Married,2
10899.98,44,51200,3.9,self-employed,Some College,Divorced,2
10899.98,40,50400,9.8,Full-time,Advanced,Married,2
10899.98,39,36500,10.9,self emp,High School,Married,2
10899.98,21,20000,3.3,full-time,High School,Single,1
10899.98,37,27000,10.8,Full-time,High School,Married,3
10899.98,44,54600,3.5,full-time,Graduate,Married,2
10899.98,29,42000,2.2,Full-time,High School,Single,0
10899.98,40,77700,2.1,self emp,Advanced,Married,3
10899.98,43,98000,4.9,ft,Some College,Married,2
10899.98,27,25100,0.6,full-time,Bachelor,Married,1
10899.98,57,49300,11.0,Full-time,Graduate,Single,1
10899.98,40,25900,8.7,Full-time,Bachelor,Married,0
10899.98,48,57200,5.8,Full-time,Graduate,Single,0
10899.98,25,39400,7.1,full-time,Some College,Married,1
10899.98,58,25300,5.4,ft,Advanced,Single,0
10899.98,48,51400,10.9,Full-time,Bachelor,Married,1
10899.98,19,20000,1.2,ft,Bachelor,Single,1
10899.98,37,75100,0.4,Full-time,Graduate,Married,1
10899.98,43,72300,3.5,part time,Bachelor,Divorced,1
10899.98,23,28600,5.6,Full-time,Bachelor,Single,1
10899.98,26,20000,1.7,part time,Bachelor,Single,2
10899.98,44,35400,3.1,part time,High School,Married,1
10899.98,34,40000,6.3,contract,Advanced,Divorced,0
10899.98,27,20000,4.9,Full-time,Some College,Married,0
10899.98,52,53600,0.7,Full-time,High School,Single,0
10899.98,42,84000,8.6,fulltime,Graduate,Single,1
10899.98,25,36400,4.4,ft,Bachelor,Married,1
10899.98,52,24400,2.9,self-employed,Bachelor,Married,3
10899.98,41,68000,7.6,fulltime,Advanced,Divorced,2
10899.98,19,23700,2.0,ft,Some College,Single,1
10899.98,50,42500,3.3,Full-time,Some College,Married,4
10899.98,46,27500,5.8,self emp,High School,Single,0
10899.98,19,30300,1.7,fulltime,Advanced,Single,3
10899.98,33,69000,12.3,self employed,Bachelor,Single,0
10899.98,28,48900,0.9,full-time,Bachelor,Married,5
10899.98,54,53600,11.9,ft,Advanced,Married,1
10899.98,27,34200,1.5,self emp,Advanced,Single,1
10899.98,41,31200,1.0,part time,High School,Married,1
10899.98,30,36400,10.4,contractor,Graduate,Married,1
10899.98,48,20000,0.9,ft,Some College,Married,0
10899.98,50,35100,8.0,Full-time,Graduate,Married,1
10899.98,35,65400,8.1,full-time,Advanced,Divorced,2
10899.98,25,20400,2.6,Full-time,High School,Single,1
10899.98,44,44000,3.5,fulltime,Graduate,Divorced,0
10899.98,47,47000,7.4,self emp,Some College,Single,0
10899.98,45,35900,6.3,full-time,Bachelor,Single,1
10899.98,37,35100,5.4,Full-time,High School,Married,5
10899.98,31,48100,4.6,pt,Bachelor,Married,1
10899.98,28,33000,7.9,contract,Some College,Married,2
10899.98,35,79700,7.0,self emp,Graduate,Married,1
10899.98,45,73500,1.4,self-employed,Some College,Single,0
10899.98,48,27800,6.1,full-time,High School,Married,2
10899.98,18,32300,0.2,Full-time,High School,Single,0
10899.98,49,38600,3.8,self employed,Bachelor,Divorced,1
10899.98,26,20000,2.0,part-time,Bachelor,Single,1
10899.98,35,25700,1.2,fulltime,High School,Single,1
10899.98,31,108100,6.2,self employed,Some College,Divorced,1
10899.98,55,42000,1.2,self employed,Bachelor,Single,0
10899.98,38,93000,5.8,part-time,Bachelor,Married,0
10899.98,18,20000,0.2,full-time,Some College,Single,4
10899.98,51,56800,4.8,Full-time,Some College,Married,0
10899.98,34,57200,1.7,self emp,High School,Married,0
10899.98,41,64800,5.4,Full-time,Advanced,Divorced,2
10899.98,43,91800,5.6,full-time,Bachelor,Married,4
10899.98,28,36700,1.8,Full-time,Bachelor,Married,1
10899.98,37,41300,4.6,Full-time,Graduate,Divorced,1
10899.98,49,46700,8.6,Full-time,Bachelor,Married,0
10899.98,38,20000,10.3,Full-time,High School,Single,0
10899.98,44,40400,8.5,part time,Graduate,Married,0
10899.98,30,41200,1.3,pt,Bachelor,Single,3
10899.98,50,54900,5.4,part time,Bachelor,Married,1
10899.98,42,95000,11.5,self employed,Some College,Married,2
10899.98,37,37700,6.8,Full-time,Some College,Married,0
10899.98,22,34200,4.5,pt,Some College,Single,0
10899.98,42,98500,6.3,self employed,Bachelor,Married,3
10899.98,34,46600,4.9,self employed,Graduate,Single,1
10899.98,30,23200,0.5,ft,High School,Married,2
10899.98,35,27500,10.3,self emp,High School,Single,1
10899.98,51,93200,1.3,Full-time,Advanced,Single,0
10899.98,32,89000,7.4,Full-time,Some College,Married,2
10899.98,24,42000,6.2,full-time,High School,Married,1
10899.98,34,26800,5.9,ft,High School,Married,3
10899.98,49,100400,7.8,part time,Graduate,Divorced,0
10899.98,41,25700,12.4,fulltime,Some College,Single,1
10899.98,25,22100,1.9,contractor,Bachelor,Married,1
10899.98,21,74400,3.7,full-time,Bachelor,Married,1
10899.98,27,30300,6.4,self emp,High School,Single,2
10899.98,42,46000,9.5,ft,Bachelor,Divorced,1
10899.98,65,26000,1.3,self employed,Bachelor,Married,1
10899.98,44,35100,4.8,contract,Some College,Married,0
10899.98,29,28100,5.6,fulltime,High School,Married,1
10899.98,47,44100,4.8,full-time,Some College,Single,0
10899.98,63,50600,12.1,fulltime,Bachelor,Married,3
10899.98,25,63600,4.0,part time,Advanced,Married,2
10899.98,44,46900,3.6,full-time,Some College,Married,1
10899.98,31,56900,1.7,Full-time,Graduate,Married,2
10899.98,41,52100,5.3,full-time,High School,Married,3
10899.98,29,49700,5.2,full-time,Bachelor,Single,1
10899.98,30,20400,3.3,fulltime,Graduate,Married,4
10899.98,30,32200,5.6,fulltime,Advanced,Married,4
10899.98,41,35200,4.7,Full-time,Some College,Married,1
10899.98,44,44600,0.2,pt,Graduate,Single,2
10899.98,39,69500,4.0,Full-time,Graduate,Married,2
10899.98,23,20600,4.5,self-employed,Bachelor,Single,0
10899.98,30,88400,0.5,fulltime,Bachelor,Married,1
10899.98,49,92000,8.4,Full-time,Graduate,Married,0
10899.98,33,20000,2.5,Full-time,Bachelor,Divorced,2
10899.98,36,53300,0.7,self-employed,Graduate,Married,1
10899.98,46,39100,0.3,self-employed,Bachelor,Married,0
10899.98,27,30200,9.8,fulltime,Bachelor,Single,0
10899.98,32,71000,3.6,full-time,Some College,Married,2
10899.98,42,20000,10.9,part time,Some College,Married,2
10899.98,31,36700,1.0,ft,Bachelor,Married,0
10899.98,22,33400,1.8,Full-time,Some College,Married,0
10899.98,48,31300,2.8,full-time,Some College,Married,1
10899.98,23,73000,3.9,full-time,Advanced,Single,1
10899.98,41,115100,12.1,Full-time,Some College,Married,2
10899.98,34,29200,4.9,part time,Some College,Divorced,0
10899.98,42,115900,3.5,full-time,Graduate,Single,0
10899.98,36,28800,8.3,Full-time,Some College,Married,1
10899.98,45,34800,10.7,full-time,Some College,Married,3
10899.98,23,26400,5.9,self employed,Some College,Single,0
10899.98,42,47400,1.9,Full-time,Bachelor,Married,2
10899.98,62,33700,6.2,Full-time,Bachelor,Married,1
10899.98,49,56500,4.1,Full-time,Advanced,Married,4
10899.98,29,43100,4.0,Full-time,Bachelor,Single,0
10899.98,42,20000,3.3,full-time,Some College,Married,3
10899.98,28,88800,5.6,self employed,Bachelor,Married,1
10899.98,38,20000,10.3,fulltime,Some College,Married,1
10899.98,28,69700,2.9,Full-time,Graduate,Married,3
10899.98,49,37300,7.6,Full-time,Advanced,Married,3
10899.98,33,21800,6.3,Full-time,Some College,Married,1
10899.98,46,29000,0.8,ft,High School,Married,4
10899.98,59,64000,10.6,part-time,Bachelor,Married,2
10899.98,53,27500,2.6,fulltime,Advanced,Single,0
10899.98,41,60400,2.0,full-time,Bachelor,Single,0
10899.98,57,22800,11.2,fulltime,High School,Married,1
10899.98,51,58000,6.6,self employed,Bachelor,Single,1
10899.98,28,24200,3.2,full-time,Some College,Married,1
10899.98,38,64100,10.3,Full-time,Some College,Single,0
10899.98,34,67100,5.5,contract,Advanced,Married,4
10899.98,36,38700,4.8,part time,Bachelor,Married,1
10899.98,38,119800,4.4,self employed,Bachelor,Married,1
10899.98,55,54000,2.2,Full-time,Graduate,Divorced,1
10899.98,38,42900,9.4,fulltime,Some College,Single,0
10899.98,47,103400,8.6,contractor,Advanced,Single,2
10899.98,37,52000,5.2,part-time,Graduate,Married,1
10899.98,34,61800,2.3,fulltime,Some College,Married,2
10899.98,28,21700,2.7,Full-time,Graduate,Single,2
10899.98,38,38600,5.1,ft,Bachelor,Married,0
10899.98,23,37500,0.5,part time,Bachelor,Single,0
10899.98,35,48600,9.0,ft,Bachelor,Married,0
10899.98,38,114800,0.5,contractor,Bachelor,Married,0
10899.98,51,20000,7.4,fulltime,High School,Married,3
10899.98,22,21200,4.9,Full-time,Bachelor,Single,0
10899.98,47,38000,4.9,fulltime,Bachelor,Married,5
10899.98,57,87300,5.7,ft,Graduate,Divorced,1
10899.98,50,33500,5.3,self-employed,High School,Married,3
10899.98,35,27900,6.3,ft,High School,Single,1
10899.98,43,59800,8.0,part-time,Some College,Married,2
10899.98,31,88000,1.4,ft,Some College,Single,1
10899.98,19,35100,1.1,contract,Bachelor,Single,0
10899.98,48,32200,5.9,Full-time,Bachelor,Married,0
10899.98,36,20000,4.8,self emp,Some College,Single,1
10899.98,27,58100,1.1,part-time,Bachelor,Single,0
10899.98,26,22300,1.2,full-time,Bachelor,Single,2
10899.98,34,47700,5.8,ft,Some College,Married,3
10899.98,39,25500,9.7,pt,Bachelor,Single,0
10899.98,50,21500,11.5,fulltime,Graduate,Married,5
10899.98,50,90800,7.7,self employed,Bachelor,Single,0
10899.98,27,62300,5.3,Full-time,Bachelor,Married,2
10899.98,25,27200,6.5,full-time,Some College,Single,0
10899.98,47,38800,2.1,Full-time,Some College,Married,4
10899.98,20,20000,2.4,full-time,Bachelor,Single,1
10899.98,25,20000,7.0,self-employed,High School,Single,1
10899.98,52,36000,8.8,Full-time,Some College,Divorced,0
10899.98,32,54400,10.1,full-time,Bachelor,Single,0
10899.98,28,31700,3.0,Full-time,Some College,Single,1
10899.98,49,24700,5.2,Full-time,High School,Married,2
10899.98,42,22800,6.3,part-time,High School,Married,1
10899.98,42,81600,1.6,fulltime,Advanced,Married,3
10899.98,32,72600,9.3,self employed,Some College,Single,2
10899.98,30,30400,10.1,Full-time,Bachelor,Married,1
10899.98,21,20000,0.6,fulltime,Some College,Married,0
10899.98,42,99900,9.5,part time,Advanced,Married,4
10899.98,24,20000,3.9,Full-time,Some College,Single,0
10899.98,26,42000,0.8,self employed,Some College,Single,1
10899.98,39,124600,7.2,ft,Bachelor,Single,1
10899.98,29,34000,11.0,fulltime,Some College,Single,0
10899.98,45,20800,10.9,fulltime,High School,Married,3
10899.98,44,106400,10.2,full-time,Bachelor,Married,0
10899.98,43,34000,2.8,part-time,Some College,Single,0
10899.98,32,33500,3.3,contract,Some College,Married,0
10899.98,40,74400,14.0,full-time,Bachelor,Married,1
10899.98,57,28600,4.4,self employed,High School,Married,0
10899.98,47,22500,1.3,fulltime,High School,Married,2
10899.98,50,31400,0.5,Full-time,Some College,Married,4
10899.98,20,20600,2.4,fulltime,Graduate,Single,1
10899.98,20,20000,2.4,Full-time,High School,Married,0
10899.98,60,20000,4.5,part-time,Bachelor,Single,0
10899.98,23,20000,6.0,full-time,High School,Married,0
10899.98,34,54500,2.0,full-time,Bachelor,Married,2
10899.98,29,64100,4.7,Full-time,Some College,Married,0
10899.98,45,73800,3.2,full-time,Advanced,Married,1
10899.98,45,49900,3.5,ft,Graduate,Married,2
10899.98,26,24200,0.4,ft,Some College,Married,3
10899.98,33,73700,8.1,fulltime,Graduate,Single,0
10899.98,40,48900,3.0,full-time,Some College,Married,0
10899.98,52,29500,5.5,ft,Bachelor,Married,0
10899.98,37,56600,5.2,Full-time,High School,Married,2
10899.98,38,42200,1.1,ft,Bachelor,Single,1
10899.98,34,29200,7.9,Full-time,Some College,Married,3
10899.98,42,24700,0.3,part time,Bachelor,Married,3
10899.98,43,55900,0.3,ft,Some College,Married,2
10899.98,34,30100,10.8,Full-time,High School,Single,1
10899.98,40,44700,14.0,ft,High School,Divorced,1
10899.98,24,23100,5.3,full-time,Advanced,Single,1
10899.98,20,20000,2.3,Full-time,Graduate,Single,1
10899.98,68,35400,5.1,ft,Graduate,Married,2
10899.98,43,87000,2.5,ft,Advanced,Married,0
10899.98,45,54700,5.2,ft,High School,Married,0
10899.98,48,88200,4.0,full-time,Graduate,Divorced,0
10899.98,21,21500,2.9,fulltime,High School,Married,1
10899.98,38,39900,7.9,fulltime,Graduate,Married,1
10899.98,43,41900,5.5,Full-time,High School,Married,1
10899.98,58,22400,7.8,self-employed,Some College,Divorced,1
10899.98,25,25600,1.3,ft,Some College,Single,2
10899.98,44,57200,7.3,fulltime,Bachelor,Married,1
10899.98,25,36800,2.5,self employed,Advanced,Married,0
10899.98,49,53500,2.8,self emp,Bachelor,Married,1
10899.98,49,36500,9.6,self emp,Some College,Single,0
10899.98,30,34700,9.1,pt,Graduate,Married,2
10899.98,43,30900,3.3,full-time,High School,Married,0
10899.98,47,47300,1.5,Full-time,Some College,Married,1
10899.98,24,20800,0.4,Full-time,High School,Single,4
10899.98,49,110500,8.8,contract,Bachelor,Married,1
10899.98,23,20000,5.2,fulltime,Bachelor,Married,0
10899.98,33,47500,4.1,ft,Graduate,Married,0
10899.98,30,42700,8.2,contract,Bachelor,Married,2
10899.98,45,26500,5.5,pt,High School,Married,1
10899.98,56,29200,1.7,fulltime,Some College,Married,1
10899.98,25,48500,0.7,self employed,Bachelor,Single,0
10899.98,43,34900,3.7,part-time,Graduate,Single,2
10899.98,35,103900,7.7,Full-time,Some College,Married,2
10899.98,37,46700,2.7,fulltime,Some College,Married,4
10899.98,49,28700,2.9,contract,Bachelor,Single,0
10899.98,34,35400,12.9,ft,High School,Married,0
10899.98,62,64200,5.9,self employed,High School,Single,1
10899.98,49,27500,4.5,Full-time,Some College,Married,3
10899.98,38,80300,5.4,ft,High School,Married,2
10899.98,38,40900,5.1,contractor,Graduate,Divorced,0
10899.98,20,20000,2.3,full-time,High School,Single,1
10899.98,31,53700,1.3,pt,Graduate,Married,1
10899.98,36,49400,4.1,ft,Graduate,Divorced,2
10899.98,66,36000,12.2,full-time,Graduate,Married,0
10899.98,57,68500,8.5,fulltime,Graduate,Married,3
10899.98,18,20000,0.5,self employed,Some College,Single,1
10899.98,43,40700,7.3,part-time,Advanced,Married,1
10899.98,23,22200,5.8,Full-time,Some College,Single,0
10899.98,54,53900,5.7,fulltime,Advanced,Married,1
10899.98,39,98300,9.7,ft,Advanced,Married,0
10899.98,43,73700,3.7,fulltime,Bachelor,Single,0
10899.98,25,20000,5.7,part time,Bachelor,Single,2
10899.98,43,23500,2.0,contractor,High School,Married,1
10899.98,29,97300,5.8,fulltime,Advanced,Married,2
10899.98,30,20600,4.1,Full-time,High School,Married,1
10899.98,51,36300,8.9,pt,Graduate,Married,1
10899.98,20,36500,2.7,fulltime,Some College,Single,0
10899.98,42,49200,1.6,self emp,Bachelor,Married,0
10899.98,29,59500,11.5,self-employed,Advanced,Married,1
10899.98,37,88000,2.1,Full-time,Graduate,Married,1
10899.98,20,20000,2.5,ft,Graduate,Single,1
10899.98,35,73000,11.0,Full-time,Advanced,Single,1
10899.98,48,24100,4.4,part time,Some College,Single,2
10899.98,27,31100,3.3,ft,High School,Married,1
10899.98,52,45700,2.7,Full-time,High School,Married,3
10899.98,56,20000,1.0,Full-time,Bachelor,Single,2
10899.98,30,42000,4.9,full-time,Some College,Married,1
10899.98,30,43200,6.9,Full-time,Bachelor,Married,1
10899.98,25,29400,1.5,Full-time,Some College,Divorced,2
10899.98,35,42100,4.9,full-time,High School,Married,2
10899.98,70,20000,5.1,Full-time,Bachelor,Married,1
10899.98,36,31600,7.1,full-time,Advanced,Married,1
10899.98,37,87900,2.1,Full-time,Bachelor,Married,4
10899.98,36,58400,9.3,Full-time,Graduate,Married,0
10899.98,48,96900,3.4,ft,Graduate,Divorced,1
10899.98,40,52700,5.6,Full-time,Some College,Married,1
10899.98,38,67600,7.7,ft,Advanced,Married,2
10899.98,27,31800,6.8,full-time,Some College,Single,0
10899.98,30,37200,2.7,ft,High School,Married,2
10899.98,40,37500,7.5,Full-time,High School,Married,1
10899.98,43,36600,8.4,Full-time,Bachelor,Married,0
10899.98,18,20000,0.2,fulltime,Bachelor,Single,2
10899.98,48,23600,4.1,Full-time,High School,Married,2
10899.98,44,60300,6.9,fulltime,Bachelor,Married,1
10899.98,48,65200,2.5,Full-time,High School,Married,1
10899.98,47,70300,4.5,full-time,Graduate,Married,1
10899.98,39,95100,6.0,full-time,Bachelor,Married,0
10899.98,42,50900,4.8,ft,Some College,Single,0
10899.98,23,34000,5.5,ft,High School,Single,1
10899.98,34,76000,2.8,pt,Graduate,Single,0
10899.98,53,27900,11.9,fulltime,High School,Married,1
10899.98,43,117300,7.7,full-time,Bachelor,Divorced,0
10899.98,34,85600,2.3,fulltime,Graduate,Single,0
10899.98,66,20000,5.3,Full-time,Some College,Divorced,1
10899.98,28,45300,1.2,Full-time,Some College,Married,2
10899.98,28,22800,1.7,contractor,High School,Married,1
10899.98,26,25900,0.5,self employed,High School,Married,2
10899.98,43,39800,0.2,self employed,Some College,Married,3
10899.98,22,46400,4.5,Full-time,Some College,Single,0
10899.98,36,26800,9.7,self employed,Advanced,Single,1
10899.98,34,21100,5.3,Full-time,Some College,Married,2
10899.98,51,75500,6.8,ft,Bachelor,Single,0
10899.98,50,34100,3.2,Full-time,Graduate,Divorced,1
10899.98,19,23700,1.6,ft,High School,Single,2
10899.98,33,30600,10.0,fulltime,Graduate,Divorced,1
10899.98,39,55900,14.0,full-time,Bachelor,Married,1
10899.98,50,64900,5.5,full-time,Some College,Married,0
10899.98,43,46600,11.1,self-employed,Advanced,Married,4
